,log_dir,notes,model_path,train_path,val_path,max_epoch,bins,samples_per_face,batch_size,threshold,optimizer,lr,min_lr,step_size,gamma,momentum,cd_coeff,fn_coeff,bce_coeff,reg_start_iter,id
123,/home/coopers/log,,/home/coopers/models/,/home/coopers/data/train/gt/02691156/,/home/coopers/data/val/gt/02691156/,300,32,100,1,0.5,sgd,0.1,0.001,200,0.1,0.09,1.0,1.0,1.0,150,123
